State,Area_name,"Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18"
DE,Kent County,"14,930","38,490","35,280","27,357",12.9,33.2,30.4,23.6
DE,New Castle County,"32,485","116,387","94,982","136,613",8.5,30.6,25.0,35.9
DE,Sussex County,"20,067","53,680","46,446","43,262",12.3,32.8,28.4,26.5
DC,District of Columbia,"45,805","83,572","77,255","280,349",9.4,17.2,15.9,57.6
DC,District of Columbia,"45,805","83,572","77,255","280,349",9.4,17.2,15.9,57.6
FL,Florida,"1,769,489","4,231,678","4,402,103","4,283,457",12.0,28.8,30.0,29.2
FL,Alachua County,"12,112","34,631","44,794","67,724",7.6,21.7,28.1,42.5
FL,Baker County,"2,886","7,986","5,295","2,492",15.5,42.8,28.4,13.4
FL,Bay County,"12,371","40,148","46,118","29,167",9.7,31.4,36.1,22.8
FL,Bradford County,"4,229","7,745","5,458","2,056",21.7,39.7,28.0,10.6
FL,Brevard County,"34,234","122,135","145,319","125,088",8.0,28.6,34.1,29.3
FL,Broward County,"150,125","368,264","396,859","429,460",11.2,27.4,29.5,31.9
FL,Calhoun County,"2,259","4,312","2,704","1,019",21.9,41.9,26.3,9.9
FL,Charlotte County,"14,096","49,114","48,348","33,662",9.7,33.8,33.3,23.2
FL,Citrus County,"13,556","43,548","36,497","20,044",11.9,38.3,32.1,17.6
FL,Clay County,"12,535","44,514","50,035","33,943",8.9,31.6,35.5,24.1
FL,Collier County,"37,344","69,842","68,204","99,320",13.6,25.4,24.8,36.2
FL,Columbia County,"6,365","17,263","16,742","7,444",13.3,36.1,35.0,15.6
FL,DeSoto County,"7,083","11,171","4,698","2,966",27.3,43.1,18.1,11.4
FL,Dixie County,"2,557","5,533","3,122","1,158",20.7,44.7,25.2,9.4
FL,Duval County,"65,724","175,335","204,368","183,280",10.5,27.9,32.5,29.2
FL,Escambia County,"19,107","56,941","77,373","55,164",9.2,27.3,37.1,26.4
FL,Flagler County,"6,500","27,619","27,435","19,894",8.0,33.9,33.7,24.4
FL,Franklin County,"1,768","3,200","2,461","1,537",19.7,35.7,27.4,17.1
FL,Gadsden County,"6,638","11,756","8,372","5,362",20.7,36.6,26.1,16.7
FL,Gilchrist County,"1,673","5,017","3,515","1,685",14.1,42.2,29.6,14.2
FL,Glades County,"2,454","4,080","2,525",997,24.4,40.6,25.1,9.9
FL,Gulf County,"1,838","4,547","3,635","2,157",15.1,37.3,29.9,17.7
FL,Hamilton County,"2,418","4,460","2,312",943,23.9,44.0,22.8,9.3
FL,Hardee County,"4,198","8,304","3,019","1,802",24.2,47.9,17.4,10.4
FL,Hendry County,"8,664","8,806","5,736","2,079",34.3,34.8,22.7,8.2
FL,Hernando County,"17,202","49,681","45,761","23,896",12.6,36.4,33.5,17.5
FL,Highlands County,"11,910","29,677","23,220","13,240",15.3,38.0,29.8,17.0
FL,Hillsborough County,"108,569","254,006","267,602","305,581",11.6,27.1,28.6,32.7
FL,Holmes County,"3,173","5,489","3,955","1,444",22.6,39.0,28.1,10.3
FL,Indian River County,"13,034","34,393","35,433","32,781",11.3,29.7,30.6,28.3
FL,Jackson County,"6,825","13,242","10,551","4,752",19.3,37.4,29.8,13.4
FL,Jefferson County,"1,956","3,632","2,918","2,404",17.9,33.3,26.7,22.0
FL,Lafayette County,"1,467","2,507","1,203",969,23.9,40.8,19.6,15.8
FL,Lake County,"26,405","81,305","83,228","56,151",10.7,32.9,33.7,22.7
FL,Lee County,"64,525","165,834","157,968","149,514",12.0,30.8,29.4,27.8
FL,Leon County,"10,819","32,510","48,977","77,725",6.4,19.1,28.8,45.7
FL,Levy County,"4,590","11,990","8,908","3,683",15.7,41.1,30.5,12.6
FL,Liberty County,"1,119","2,877","1,250",761,18.6,47.9,20.8,12.7
FL,Madison County,"2,597","5,128","3,871","1,854",19.3,38.1,28.8,13.8
FL,Manatee County,"29,910","84,529","81,838","81,512",10.8,30.4,29.5,29.3
FL,Marion County,"32,787","97,059","79,054","50,132",12.7,37.5,30.5,19.4
FL,Martin County,"11,465","30,512","39,252","40,081",9.5,25.2,32.4,33.0
FL,Miami-Dade County,"355,875","533,542","479,454","553,997",18.5,27.7,24.9,28.8
FL,Monroe County,"5,180","16,274","18,296","19,850",8.7,27.3,30.7,33.3
FL,Nassau County,"5,083","19,277","17,927","16,633",8.6,32.7,30.4,28.2
FL,Okaloosa County,"11,232","33,908","50,253","42,110",8.2,24.7,36.5,30.6
FL,Okeechobee County,"7,063","10,874","7,130","3,217",25.0,38.4,25.2,11.4
FL,Orange County,"101,305","216,036","265,083","297,568",11.5,24.5,30.1,33.8
FL,Osceola County,"29,463","71,032","76,320","45,730",13.2,31.9,34.3,20.5
FL,Palm Beach County,"124,483","258,521","295,287","376,461",11.8,24.5,28.0,35.7
FL,Pasco County,"40,540","122,411","120,459","86,702",11.0,33.1,32.5,23.4
FL,Pinellas County,"65,119","207,182","233,441","226,810",8.9,28.3,31.9,31.0
FL,Polk County,"70,084","163,614","135,806","92,267",15.2,35.4,29.4,20.0
FL,Putnam County,"9,887","21,110","14,426","6,417",19.1,40.7,27.8,12.4
FL,St. Johns County,"9,024","35,717","49,075","72,856",5.4,21.4,29.4,43.7
FL,St. Lucie County,"30,609","74,301","70,816","44,830",13.9,33.7,32.1,20.3
FL,Santa Rosa County,"10,001","32,223","42,977","33,286",8.4,27.2,36.3,28.1
FL,Sarasota County,"23,543","95,464","95,325","113,751",7.2,29.1,29.1,34.7
FL,Seminole County,"18,207","69,293","109,473","122,008",5.7,21.7,34.3,38.2
FL,Sumter County,"9,130","32,762","32,750","33,688",8.4,30.2,30.2,31.1
FL,Suwannee County,"5,739","12,165","8,511","4,554",18.5,39.3,27.5,14.7
FL,Taylor County,"3,628","6,969","4,307","1,184",22.6,43.3,26.8,7.4
FL,Union County,"2,589","4,252","3,437",933,23.1,37.9,30.7,8.3
FL,Volusia County,"38,984","125,238","133,282","91,702",10.0,32.2,34.2,23.6
FL,Wakulla County,"2,773","8,253","7,732","4,225",12.1,35.9,33.6,18.4
FL,Walton County,"5,553","13,295","15,675","13,686",11.5,27.6,32.5,28.4
FL,Washington County,"3,308","7,323","4,928","2,069",18.8,41.5,28.0,11.7
GA,Georgia,"903,914","1,890,132","1,912,385","2,080,116",13.3,27.9,28.2,30.7
GA,Appling County,"3,148","4,722","3,260","1,193",25.5,38.3,26.5,9.7
GA,Atkinson County,"1,615","2,109",987,519,30.9,40.3,18.9,9.9
GA,Bacon County,"1,372","3,112","2,196",749,18.5,41.9,29.6,10.1
GA,Baker County,503,901,627,284,21.7,38.9,27.1,12.3
GA,Baldwin County,"4,375","10,205","7,611","5,869",15.6,36.4,27.1,20.9
GA,Banks County,"2,937","5,205","3,032","1,647",22.9,40.6,23.6,12.8
GA,Barrow County,"8,524","17,273","15,626","8,862",17.0,34.4,31.1,17.6
GA,Bartow County,"11,720","22,762","21,110","13,471",17.0,33.0,30.6,19.5
GA,Ben Hill County,"1,977","5,044","3,009","1,370",17.3,44.2,26.4,12.0
GA,Berrien County,"2,864","5,526","3,119","1,541",21.9,42.3,23.9,11.8
GA,Bibb County,"14,227","31,489","28,431","25,616",14.3,31.6,28.5,25.7
GA,Bleckley County,975,"3,278","2,253","1,355",12.4,41.7,28.7,17.2
GA,Brantley County,"2,510","5,842","3,155","1,025",20.0,46.6,25.2,8.2
GA,Brooks County,"1,912","4,223","3,275","1,686",17.2,38.1,29.5,15.2
GA,Bryan County,"1,819","5,772","7,616","7,357",8.1,25.6,33.8,32.6
GA,Bulloch County,"5,445","11,331","13,337","11,359",13.1,27.3,32.2,27.4
GA,Burke County,"3,059","5,503","4,286","1,857",20.8,37.4,29.1,12.6
GA,Butts County,"3,479","7,362","3,986","1,902",20.8,44.0,23.8,11.4
GA,Calhoun County,"1,217","1,863","1,218",446,25.7,39.3,25.7,9.4
GA,Camden County,"2,709","10,372","11,815","8,083",8.2,31.5,35.8,24.5
GA,Candler County,"1,683","2,596","1,895","1,013",23.4,36.1,26.4,14.1
GA,Carroll County,"11,868","24,160","21,819","14,982",16.3,33.2,30.0,20.6
GA,Catoosa County,"5,727","14,760","15,637","9,461",12.6,32.4,34.3,20.8
GA,Charlton County,"2,417","3,532","2,138",953,26.7,39.1,23.7,10.5
GA,Chatham County,"19,951","46,729","61,594","63,823",10.4,24.3,32.1,33.2
GA,Chattahoochee County,350,"1,263","1,638","1,627",7.2,25.9,33.6,33.4
GA,Chattooga County,"4,598","6,614","4,191","1,675",26.9,38.7,24.5,9.8
GA,Cherokee County,"13,931","36,896","51,003","59,717",8.6,22.8,31.6,37.0
GA,Clarke County,"8,950","14,668","16,220","29,655",12.9,21.1,23.3,42.7
GA,Clay County,443,927,647,173,20.2,42.3,29.5,7.9
GA,Clayton County,"26,249","56,696","55,639","33,538",15.3,32.9,32.3,19.5
GA,Clinch County,"1,312","1,428","1,258",500,29.2,31.7,28.0,11.1
GA,Cobb County,"40,881","93,091","132,011","231,209",8.2,18.7,26.6,46.5
GA,Coffee County,"6,311","10,771","7,142","3,683",22.6,38.6,25.6,13.2
GA,Colquitt County,"7,704","11,593","6,476","3,666",26.2,39.4,22.0,12.5
GA,Columbia County,"7,185","24,250","31,747","34,160",7.4,24.9,32.6,35.1
GA,Cook County,"2,261","3,879","3,377","1,752",20.1,34.4,30.0,15.5
GA,Coweta County,"10,498","26,772","28,357","27,895",11.2,28.6,30.3,29.8
GA,Crawford County,"1,447","3,458","2,967",907,16.5,39.4,33.8,10.3
GA,Crisp County,"2,999","5,899","4,121","2,066",19.9,39.1,27.3,13.7
GA,Dade County,"2,315","3,966","3,272","1,540",20.9,35.8,29.5,13.9
GA,Dawson County,"2,376","4,851","4,597","5,163",14.0,28.6,27.1,30.4
GA,Decatur County,"3,272","6,428","5,505","2,592",18.4,36.1,30.9,14.6
GA,DeKalb County,"55,530","104,713","124,874","218,302",11.0,20.8,24.8,43.4
GA,Dodge County,"2,502","6,310","4,071","2,045",16.8,42.3,27.3,13.7
GA,Dooly County,"2,506","3,995","2,449","1,137",24.8,39.6,24.3,11.3
GA,Dougherty County,"10,120","16,792","18,578","12,376",17.5,29.0,32.1,21.4
GA,Douglas County,"10,972","28,029","27,480","24,762",12.0,30.7,30.1,27.1
GA,Early County,"1,380","2,501","1,975","1,085",19.9,36.0,28.5,15.6
GA,Echols County,807,"1,081",694,250,28.5,38.2,24.5,8.8
GA,Effingham County,"4,568","14,388","11,462","7,647",12.0,37.8,30.1,20.1
GA,Elbert County,"3,052","5,828","3,183","1,466",22.6,43.1,23.5,10.8
GA,Emanuel County,"3,085","6,361","3,551","1,835",20.8,42.9,23.9,12.4
GA,Evans County,"1,857","2,709","1,544","1,119",25.7,37.5,21.4,15.5
GA,Fannin County,"2,539","6,545","5,948","4,057",13.3,34.3,31.2,21.3
GA,Fayette County,"3,926","15,659","20,775","35,115",5.2,20.7,27.5,46.5
GA,Floyd County,"12,190","21,185","17,609","13,103",19.0,33.1,27.5,20.4
GA,Forsyth County,"10,170","23,577","34,864","73,406",7.2,16.6,24.5,51.7
GA,Franklin County,"3,072","6,169","4,047","2,077",20.0,40.1,26.3,13.5
GA,Fulton County,"54,469","125,382","153,965","352,847",7.9,18.3,22.4,51.4
GA,Gilmer County,"3,951","7,962","5,562","4,382",18.1,36.4,25.4,20.0
GA,Glascock County,467,869,540,186,22.6,42.1,26.2,9.0
GA,Glynn County,"7,039","15,721","18,231","17,267",12.1,27.0,31.3,29.6
GA,Gordon County,"8,430","13,301","10,601","5,449",22.3,35.2,28.1,14.4
GA,Grady County,"3,343","6,410","4,805","2,391",19.7,37.8,28.3,14.1
GA,Greene County,"2,133","4,259","2,998","3,273",16.8,33.6,23.7,25.8
GA,Gwinnett County,"70,656","130,489","164,871","206,823",12.3,22.8,28.8,36.1
GA,Habersham County,"6,464","9,987","7,634","5,541",21.8,33.7,25.8,18.7
GA,Hall County,"27,479","34,930","34,141","30,566",21.6,27.5,26.9,24.0
GA,Hancock County,"1,906","2,866","1,326",590,28.5,42.9,19.8,8.8
GA,Haralson County,"3,799","7,208","5,934","2,762",19.3,36.6,30.1,14.0
GA,Harris County,"2,166","5,515","8,773","7,015",9.2,23.5,37.4,29.9
GA,Hart County,"3,598","6,742","5,263","2,785",19.6,36.7,28.6,15.1
GA,Heard County,"1,665","3,489","2,089",783,20.7,43.5,26.0,9.8
GA,Henry County,"13,591","44,282","44,080","40,226",9.6,31.1,31.0,28.3
GA,Houston County,"9,032","26,902","35,988","26,999",9.1,27.2,36.4,27.3
GA,Irwin County,"1,142","2,518","1,657",889,18.4,40.6,26.7,14.3
GA,Jackson County,"7,216","14,274","13,437","9,306",16.3,32.3,30.4,21.0
GA,Jasper County,"2,015","3,662","2,726","1,016",21.4,38.9,28.9,10.8
GA,Jeff Davis County,"2,165","3,920","2,651",969,22.3,40.4,27.3,10.0
GA,Jefferson County,"2,657","4,399","2,429","1,175",24.9,41.3,22.8,11.0
GA,Jenkins County,"1,204","2,358","1,716",538,20.7,40.5,29.5,9.3
GA,Johnson County,"1,531","2,959","1,537",701,22.8,44.0,22.8,10.4
GA,Jones County,"2,472","7,169","5,979","3,924",12.6,36.7,30.6,20.1
GA,Lamar County,"1,577","4,762","3,497","2,035",13.3,40.1,29.5,17.1
GA,Lanier County,"1,409","2,439","1,866","1,118",20.6,35.7,27.3,16.4
GA,Laurens County,"4,696","13,706","8,280","4,916",14.9,43.4,26.2,15.6
GA,Lee County,"1,824","5,945","6,618","4,939",9.4,30.8,34.2,25.6
GA,Liberty County,"3,252","11,391","14,477","6,501",9.1,32.0,40.6,18.3
GA,Lincoln County,"1,005","2,365","1,575",769,17.6,41.4,27.6,13.5
GA,Long County,"1,681","3,569","4,317","1,756",14.8,31.5,38.1,15.5
GA,Lowndes County,"10,001","20,161","19,905","17,185",14.9,30.0,29.6,25.6
GA,Lumpkin County,"3,270","5,843","5,679","5,251",16.3,29.2,28.3,26.2
GA,McDuffie County,"2,550","5,795","3,996","1,962",17.8,40.5,27.9,13.7
GA,McIntosh County,"1,470","4,085","3,499","1,673",13.7,38.1,32.6,15.6
GA,Macon County,"2,604","3,259","2,874",820,27.2,34.1,30.1,8.6
GA,Madison County,"3,323","7,534","5,406","3,582",16.7,38.0,27.2,18.0
GA,Marion County,"1,412","2,331","1,579",803,23.1,38.1,25.8,13.1
GA,Meriwether County,"3,079","5,740","4,250","1,692",20.9,38.9,28.8,11.5
GA,Miller County,744,"1,596","1,339",515,17.7,38.1,31.9,12.3
GA,Mitchell County,"3,873","5,842","3,900","1,696",25.3,38.2,25.5,11.1
GA,Monroe County,"2,858","6,461","4,724","5,008",15.0,33.9,24.8,26.3
GA,Montgomery County,"1,093","2,330","1,703",842,18.3,39.0,28.5,14.1
GA,Morgan County,"1,691","4,357","3,877","2,613",13.5,34.8,30.9,20.8
GA,Murray County,"8,051","9,922","5,826","2,464",30.7,37.8,22.2,9.4
GA,Muscogee County,"16,128","34,761","43,169","33,352",12.7,27.3,33.9,26.2
GA,Newton County,"9,646","22,876","22,158","13,311",14.2,33.6,32.6,19.6
GA,Oconee County,"1,327","4,752","5,739","12,366",5.5,19.6,23.7,51.1
GA,Oglethorpe County,"2,184","3,878","2,737","1,790",20.6,36.6,25.8,16.9
GA,Paulding County,"9,937","33,200","32,891","24,204",9.9,33.1,32.8,24.1
GA,Peach County,"2,789","5,059","6,183","3,384",16.0,29.0,35.5,19.4
GA,Pickens County,"3,376","6,492","7,160","5,298",15.1,29.1,32.1,23.7
GA,Pierce County,"2,119","5,718","3,600","1,550",16.3,44.0,27.7,11.9
GA,Pike County,"1,599","5,019","3,701","1,957",13.0,40.9,30.1,15.9
GA,Polk County,"5,737","10,864","7,472","3,345",20.9,39.6,27.3,12.2
GA,Pulaski County,"1,627","3,118","2,532","1,032",19.6,37.5,30.5,12.4
GA,Putnam County,"2,260","5,803","3,982","3,438",14.6,37.5,25.7,22.2
GA,Quitman County,562,594,419,158,32.4,34.3,24.2,9.1
GA,Rabun County,"1,978","4,269","3,194","3,110",15.8,34.0,25.4,24.8
GA,Randolph County,"1,129","1,737","1,260",545,24.2,37.2,27.0,11.7
GA,Richmond County,"21,762","40,319","41,090","27,954",16.6,30.7,31.3,21.3
GA,Rockdale County,"6,844","18,340","17,555","15,399",11.8,31.5,30.2,26.5
GA,Schley County,534,"1,202","1,229",440,15.7,35.3,36.1,12.9
GA,Screven County,"1,631","4,118","2,525","1,369",16.9,42.7,26.2,14.2
GA,Seminole County,859,"2,346","1,868",856,14.5,39.6,31.5,14.4
GA,Spalding County,"7,968","17,293","11,441","7,211",18.1,39.4,26.1,16.4
GA,Stephens County,"2,856","6,343","4,260","3,826",16.5,36.7,24.6,22.1
GA,Stewart County,"1,292","1,923",827,512,28.4,42.2,18.2,11.2
GA,Sumter County,"3,683","6,333","5,496","3,548",19.3,33.2,28.8,18.6
GA,Talbot County,926,"2,108","1,148",572,19.5,44.3,24.1,12.0
GA,Taliaferro County,372,617,212,90,28.8,47.8,16.4,7.0
GA,Tattnall County,"4,381","6,976","4,129","2,346",24.6,39.1,23.2,13.2
GA,Taylor County,"1,232","2,123","1,673",635,21.8,37.5,29.5,11.2
GA,Telfair County,"3,607","5,573","1,952","1,015",29.7,45.9,16.1,8.4
GA,Terrell County,"1,424","1,942","1,967",746,23.4,31.9,32.4,12.3
GA,Thomas County,"5,290","9,393","8,727","7,021",17.4,30.9,28.7,23.1
GA,Tift County,"4,705","8,886","7,942","4,257",18.2,34.5,30.8,16.5
GA,Toombs County,"3,362","6,784","4,696","2,790",19.1,38.5,26.6,15.8
GA,Towns County,902,"2,564","2,682","2,185",10.8,30.8,32.2,26.2
GA,Treutlen County,"1,207","1,839","1,037",644,25.5,38.9,21.9,13.6
GA,Troup County,"7,783","15,590","13,662","8,389",17.1,34.3,30.1,18.5
GA,Turner County,966,"2,216","1,615",685,17.6,40.4,29.5,12.5
GA,Twiggs County,"1,770","2,283","1,441",571,29.2,37.6,23.8,9.4
GA,Union County,"1,958","6,053","5,721","3,971",11.1,34.2,32.3,22.4
GA,Upson County,"3,612","6,454","5,437","2,470",20.1,35.9,30.3,13.7
GA,Walker County,"8,731","17,461","14,315","7,662",18.1,36.2,29.7,15.9
GA,Walton County,"7,618","22,584","17,676","11,885",12.7,37.8,29.6,19.9
GA,Ware County,"4,127","9,879","6,815","3,358",17.1,40.9,28.2,13.9
GA,Warren County,"1,038","1,664",695,527,26.5,42.4,17.7,13.4
GA,Washington County,"2,805","6,012","3,344","1,975",19.8,42.5,23.7,14.0
GA,Wayne County,"3,626","8,132","5,713","2,579",18.1,40.6,28.5,12.9
GA,Webster County,405,809,379,211,22.5,44.8,21.0,11.7
GA,Wheeler County,"1,208","2,672",901,703,22.0,48.7,16.4,12.8
GA,White County,"3,059","6,477","6,595","4,383",14.9,31.6,32.1,21.4
GA,Whitfield County,"20,409","19,304","16,488","10,491",30.6,28.9,24.7,15.7
GA,Wilcox County,"1,123","3,069","1,425",720,17.7,48.4,22.5,11.4
GA,Wilkes County,"1,362","3,122","1,607",876,19.5,44.8,23.1,12.6
GA,Wilkinson County,976,"3,288","1,355",668,15.5,52.3,21.6,10.6
GA,Worth County,"2,659","5,932","4,124","1,470",18.7,41.8,29.1,10.4
HI,Hawaii,"80,696","273,633","313,042","320,996",8.2,27.7,31.7,32.5
HI,Hawaii County,"10,552","42,529","45,412","41,196",7.6,30.4,32.5,29.5
HI,Honolulu County,"56,632","178,520","211,878","233,677",8.3,26.2,31.1,34.3
HI,Kalawao County,9,19,24,17,13.0,27.5,34.8,24.6
HI,Kauai County,"4,162","15,243","16,323","14,968",8.2,30.1,32.2,29.5
HI,Maui County,"9,341","37,322","39,405","31,138",8.0,31.8,33.6,26.6
ID,Idaho,"102,691","301,860","391,446","293,269",9.4,27.7,35.9,26.9
ID,Ada County,"14,497","68,554","102,595","112,640",4.9,23.0,34.4,37.8
ID,Adams County,318,"1,154","1,009",584,10.4,37.7,32.9,19.1
ID,Bannock County,"4,351","14,134","20,383","14,549",8.1,26.5,38.2,27.2
ID,Bear Lake County,244,"1,523","1,360",795,6.2,38.8,34.7,20.3
ID,Benewah County,748,"2,484","2,184",967,11.7,38.9,34.2,15.1
ID,Bingham County,"3,386","8,153","10,006","5,619",12.5,30.0,36.8,20.7
ID,Blaine County,"1,788","3,399","4,335","5,892",11.6,22.1,28.1,38.2
ID,Boise County,346,"1,512","2,162","1,502",6.3,27.4,39.2,27.2
ID,Bonner County,"2,891","9,619","11,772","7,305",9.2,30.5,37.3,23.1
ID,Bonneville County,"5,624","17,700","24,084","20,381",8.3,26.1,35.5,30.1
ID,Boundary County,641,"3,306","2,568","1,529",8.0,41.1,31.9,19.0
ID,Butte County,97,716,776,353,5.0,36.9,40.0,18.2
ID,Camas County,39,232,220,119,6.4,38.0,36.1,19.5
ID,Canyon County,"19,989","41,573","44,561","23,741",15.4,32.0,34.3,18.3
ID,Caribou County,344,"1,439","1,759",878,7.8,32.6,39.8,19.9
ID,Cassia County,"2,440","4,164","4,718","2,583",17.5,29.9,33.9,18.6
ID,Clark County,232,140,128,92,39.2,23.6,21.6,15.5
ID,Clearwater County,700,"2,330","2,527","1,129",10.5,34.8,37.8,16.9
ID,Custer County,335,944,"1,156",729,10.6,29.8,36.5,23.0
ID,Elmore County,"1,738","4,582","7,346","2,690",10.6,28.0,44.9,16.4
ID,Franklin County,694,"2,869","2,909","1,427",8.8,36.3,36.8,18.1
ID,Fremont County,"1,016","2,646","2,876","1,726",12.3,32.0,34.8,20.9
ID,Gem County,"1,425","4,621","3,989","1,749",12.1,39.2,33.9,14.8
ID,Gooding County,"1,974","3,624","2,671","1,481",20.2,37.2,27.4,15.2
ID,Idaho County,"1,125","4,209","4,227","2,419",9.4,35.1,35.3,20.2
ID,Jefferson County,"1,749","4,440","6,220","3,616",10.9,27.7,38.8,22.6
ID,Jerome County,"3,150","4,620","4,252","2,098",22.3,32.7,30.1,14.9
ID,Kootenai County,"7,923","28,700","42,760","26,349",7.5,27.1,40.4,24.9
ID,Latah County,800,"4,352","6,851","9,861",3.7,19.9,31.3,45.1
ID,Lemhi County,462,"1,887","2,306","1,243",7.8,32.0,39.1,21.1
ID,Lewis County,312,794,"1,130",469,11.5,29.4,41.8,17.3
ID,Lincoln County,671,"1,128","1,129",330,20.6,34.6,34.7,10.1
ID,Madison County,666,"2,559","7,145","5,923",4.1,15.7,43.9,36.4
ID,Minidoka County,"2,763","3,784","4,544","1,711",21.6,29.6,35.5,13.4
ID,Nez Perce County,"2,153","9,161","10,449","6,092",7.7,32.9,37.5,21.9
ID,Oneida County,243,999,"1,040",419,9.0,37.0,38.5,15.5
ID,Owyhee County,"1,856","2,552","2,195",833,25.0,34.3,29.5,11.2
ID,Payette County,"2,252","5,059","5,576","2,138",15.0,33.7,37.1,14.2
ID,Power County,929,"1,644","1,506",773,19.1,33.9,31.0,15.9
ID,Shoshone County,"1,322","3,531","3,254","1,064",14.4,38.5,35.5,11.6
ID,Teton County,521,"1,190","2,585","3,050",7.1,16.2,35.2,41.5
ID,Twin Falls County,"6,501","14,840","20,934","10,943",12.2,27.9,39.3,20.6
ID,Valley County,438,"2,417","2,807","2,435",5.4,29.9,34.7,30.1
ID,Washington County,998,"2,576","2,442","1,043",14.1,36.5,34.6,14.8
IL,Illinois,"964,587","2,267,535","2,492,430","2,957,791",11.1,26.1,28.7,34.1
IL,Adams County,"3,417","15,923","15,386","11,448",7.4,34.5,33.3,24.8
IL,Alexander County,867,"1,718","1,444",515,19.1,37.8,31.8,11.3
IL,Bond County,"1,216","4,354","3,677","2,576",10.3,36.8,31.1,21.8
IL,Boone County,"4,835","12,308","9,671","8,113",13.8,35.2,27.7,23.2
IL,Brown County,786,"1,838","1,685",685,15.7,36.8,33.7,13.7
IL,Bureau County,"1,981","9,062","7,887","4,641",8.4,38.4,33.5,19.7
IL,Calhoun County,328,"1,527","1,167",477,9.4,43.6,33.4,13.6
IL,Carroll County,913,"4,432","3,394","1,933",8.6,41.5,31.8,18.1
IL,Cass County,"1,379","3,722","2,254","1,262",16.0,43.2,26.2,14.6
IL,Champaign County,"5,927","26,307","35,152","53,851",4.9,21.7,29.0,44.4
IL,Christian County,"2,656","9,975","7,216","3,939",11.2,41.9,30.3,16.6
IL,Clark County,999,"4,268","3,786","1,936",9.1,38.8,34.5,17.6
IL,Clay County,940,"3,475","3,511","1,424",10.1,37.2,37.6,15.2
IL,Clinton County,"2,693","8,589","9,405","5,994",10.1,32.2,35.2,22.5
IL,Coles County,"3,140","9,916","11,506","8,441",9.5,30.0,34.9,25.6
IL,Cook County,"477,426","837,569","910,060","1,361,974",13.3,23.3,25.4,38.0
IL,Crawford County,"1,807","4,132","5,577","2,285",13.1,29.9,40.4,16.6
IL,Cumberland County,789,"3,053","2,579","1,201",10.4,40.1,33.8,15.8
